finding_id,audit_id,severity,category,iosa_discipline_code,standard_ref,description,risk_index,date_raised,date_closed,due_date,status,repeat_flag,root_cause,responsible_owner,probability_score,closed_on_time
4949,344,Low,Documentation,ORG,ORG 3.3.5,Synthetic finding 4949 in documentation category.,3,2023-08-05,2023-09-10,2023-09-18,Closed,False,Procedure not followed,Owner 04,3,True
4950,344,Medium,Equipment,ORG,ORG 2.2.1,Synthetic finding 4950 in equipment category.,10,2023-08-06,,2023-09-13,Overdue,True,Process design,Owner 19,5,False
4951,344,Low,Training,ORG,ORG 1.7.1,Synthetic finding 4951 in training category.,2,2023-07-31,2023-09-26,2023-09-08,Closed,False,Training gap,Owner 15,2,False
4952,344,Medium,Documentation,ORG,ORG 2.2.4,Synthetic finding 4952 in documentation category.,10,2023-08-02,2023-09-03,2023-10-06,Closed,False,Documentation gap,Owner 13,5,True
4953,344,Medium,Human Factors,ORG,ORG 3.5.2,Synthetic finding 4953 in human factors category.,2,2023-07-27,2023-09-15,2023-09-22,Closed,False,Process design,Owner 04,1,True
4954,344,Low,Documentation,ORG,ORG 3.6.1,Synthetic finding 4954 in documentation category.,4,2023-08-06,2023-09-04,2023-10-24,Closed,False,Training gap,Owner 08,4,True
4955,345,Medium,Facilities,CAB,CAB 2.2.7,Synthetic finding 4955 in facilities category.,2,2022-10-18,2022-12-21,2022-12-24,Closed,False,Resource limitation,Owner 12,1,True
4956,345,Critical,Operations,CAB,CAB 2.2.1,Synthetic finding 4956 in operations category.,20,2022-10-16,2022-11-06,2022-11-29,Closed,False,Procedure not followed,Owner 14,4,True
4957,345,High,Operations,CAB,CAB 1.9.1,Synthetic finding 4957 in operations category.,20,2022-10-21,2023-02-02,2022-12-10,Closed,False,Training gap,Owner 05,5,False
4958,345,Low,Training,ORG,ORG 3.1.5,Synthetic finding 4958 in training category.,3,2022-10-14,2023-01-16,2022-11-29,Closed,False,Training gap,Owner 11,3,False
4959,345,Medium,Training,ORG,ORG 1.7.10,Synthetic finding 4959 in training category.,10,2022-10-16,2022-12-28,2022-11-23,Closed,False,Procedure not followed,Owner 06,5,False
4960,345,Medium,Documentation,CAB,CAB 3.2.3,Synthetic finding 4960 in documentation category.,6,2022-10-16,2022-12-12,2022-12-02,Closed,False,Procedure not followed,Owner 11,3,False
4961,345,Medium,Operations,ORG,ORG 2.4.2,Synthetic finding 4961 in operations category.,6,2022-10-17,2022-11-25,2023-01-08,Closed,False,Training gap,Owner 09,3,True
4962,345,Low,Equipment,ORG,ORG 1.7.7,Synthetic finding 4962 in equipment category.,4,2022-10-25,2023-02-06,2022-12-29,Closed,False,Documentation gap,Owner 03,4,False
4963,345,Medium,Facilities,CAB,CAB 3.2.9,Synthetic finding 4963 in facilities category.,6,2022-10-22,2022-12-28,2022-12-04,Closed,False,Resource limitation,Owner 07,3,False
4964,345,High,Facilities,ORG,ORG 4.1.1,Synthetic finding 4964 in facilities category.,20,2022-10-23,2023-01-05,2023-01-08,Closed,False,Resource limitation,Owner 17,5,True
4965,345,Low,Training,ORG,ORG 1.5.6,Synthetic finding 4965 in training category.,1,2022-10-20,2022-12-20,2022-12-17,Closed,False,Procedure not followed,Owner 11,1,False
4966,345,High,Equipment,ORG,ORG 1.1.2,Synthetic finding 4966 in equipment category.,16,2022-10-19,2023-02-07,2022-12-14,Closed,False,Resource limitation,Owner 02,4,False
4967,345,Low,Operations,CAB,CAB 1.10.2,Synthetic finding 4967 in operations category.,2,2022-10-17,2022-12-20,2022-11-25,Closed,False,Documentation gap,Owner 04,2,False
4968,345,Medium,Training,ORG,ORG 3.1.1,Synthetic finding 4968 in training category.,6,2022-10-15,2022-12-30,2022-12-15,Closed,False,Training gap,Owner 01,3,False
4969,346,High,Facilities,ORG,ORG 1.5.5,Synthetic finding 4969 in facilities category.,16,2024-08-23,2024-09-20,2024-10-04,Closed,True,Resource limitation,Owner 01,4,True
4970,346,Low,Equipment,MNT,MNT 1.12.6,Synthetic finding 4970 in equipment category.,2,2024-08-27,2024-10-20,2024-11-07,Closed,False,Procedure not followed,Owner 01,2,True
4971,346,Medium,Facilities,MNT,MNT 3.1.2,Synthetic finding 4971 in facilities category.,2,2024-08-31,2024-10-06,2024-10-30,Closed,False,Resource limitation,Owner 02,1,True
4972,346,Low,Human Factors,ORG,ORG 1.7.11,Synthetic finding 4972 in human factors category.,3,2024-08-23,,2024-10-07,Overdue,False,Process design,Owner 03,3,False
4973,346,Low,Facilities,MNT,MNT 2.5.3,Synthetic finding 4973 in facilities category.,4,2024-09-02,2024-10-04,2024-10-23,Closed,False,Resource limitation,Owner 04,4,True
4974,346,Medium,Training,MNT,MNT 1.11.5,Synthetic finding 4974 in training category.,8,2024-08-22,,2024-10-11,Overdue,True,Procedure not followed,Owner 19,4,False
4975,346,Low,Facilities,MNT,MNT 4.5.6,Synthetic finding 4975 in facilities category.,1,2024-08-23,2024-10-08,2024-09-25,Closed,False,Documentation gap,Owner 02,1,False
4976,346,Low,Operations,MNT,MNT 1.11.8,Synthetic finding 4976 in operations category.,4,2024-08-25,2024-09-28,2024-10-04,Closed,False,Resource limitation,Owner 02,4,True
4977,346,Medium,Facilities,MNT,MNT 4.7.2,Synthetic finding 4977 in facilities category.,6,2024-09-01,2024-09-20,2024-11-23,Closed,False,Resource limitation,Owner 15,3,True
4978,346,Medium,Operations,MNT,MNT 2.7.1,Synthetic finding 4978 in operations category.,10,2024-08-31,,2024-11-27,Overdue,False,Process design,Owner 01,5,False
4979,346,Medium,Facilities,ORG,ORG 4.1.2,Synthetic finding 4979 in facilities category.,4,2024-08-25,2024-10-03,2024-10-08,Closed,False,Procedure not followed,Owner 06,2,True
4980,346,Medium,Facilities,MNT,MNT 4.7.3,Synthetic finding 4980 in facilities category.,6,2024-08-27,2024-09-19,2024-10-07,Closed,False,Training gap,Owner 20,3,True
4981,346,Critical,Training,ORG,ORG 3.3.2,Synthetic finding 4981 in training category.,20,2024-08-27,,2024-11-02,Overdue,True,Resource limitation,Owner 05,4,False
4982,346,Low,Documentation,ORG,ORG 3.1.1,Synthetic finding 4982 in documentation category.,5,2024-08-27,2024-10-18,2024-11-18,Closed,False,Procedure not followed,Owner 02,5,True
4983,346,Medium,Operations,ORG,ORG 3.3.5,Synthetic finding 4983 in operations category.,2,2024-09-03,2024-10-27,2024-10-28,Closed,False,Training gap,Owner 16,1,True
4984,347,Low,Operations,ORG,ORG 1.5.7,Synthetic finding 4984 in operations category.,4,2021-09-02,2021-11-16,2021-10-02,Closed,False,Training gap,Owner 03,4,False
4985,347,Medium,Human Factors,DSP,DSP 3.2.4,Synthetic finding 4985 in human factors category.,10,2021-09-11,2021-11-15,2021-11-25,Closed,False,Documentation gap,Owner 02,5,True
4986,347,Low,Documentation,DSP,DSP 3.6.2,Synthetic finding 4986 in documentation category.,5,2021-09-04,2021-11-01,2021-10-23,Closed,False,Procedure not followed,Owner 14,5,False
4987,347,Medium,Human Factors,ORG,ORG 3.2.1,Synthetic finding 4987 in human factors category.,2,2021-09-11,2021-12-24,2021-12-06,Closed,False,Procedure not followed,Owner 04,1,False
4988,347,Low,Documentation,ORG,ORG 3.3.1,Synthetic finding 4988 in documentation category.,4,2021-09-07,2021-10-04,2021-11-14,Closed,False,Training gap,Owner 03,4,True
4989,347,Medium,Human Factors,ORG,ORG 2.1.5,Synthetic finding 4989 in human factors category.,10,2021-09-05,2021-11-17,2021-10-22,Closed,False,Documentation gap,Owner 07,5,False
4990,347,Critical,Documentation,ORG,ORG 1.7.11,Synthetic finding 4990 in documentation category.,25,2021-09-01,2021-12-04,2021-10-15,Closed,True,Training gap,Owner 17,5,False
4991,347,High,Operations,ORG,ORG 2.6.1,Synthetic finding 4991 in operations category.,16,2021-08-30,,2021-11-06,Overdue,False,Documentation gap,Owner 11,4,False
4992,347,Low,Documentation,ORG,ORG 1.7.8,Synthetic finding 4992 in documentation category.,5,2021-09-09,,2021-11-06,Overdue,False,Documentation gap,Owner 03,5,False
4993,348,Low,Training,CGO,CGO 1.10.2,Synthetic finding 4993 in training category.,1,2024-04-18,,2024-06-22,Overdue,False,Process design,Owner 18,1,False
4994,348,Medium,Human Factors,CGO,CGO 3.3.1,Synthetic finding 4994 in human factors category.,2,2024-04-23,2024-06-07,2024-06-24,Closed,False,Training gap,Owner 20,1,True
4995,348,Medium,Facilities,ORG,ORG 2.1.4,Synthetic finding 4995 in facilities category.,6,2024-04-23,,2024-06-07,Overdue,False,Process design,Owner 07,3,False
4996,348,Medium,Documentation,ORG,ORG 1.1.4,Synthetic finding 4996 in documentation category.,8,2024-04-21,,2024-07-17,Overdue,False,Training gap,Owner 01,4,False
4997,348,Low,Human Factors,ORG,ORG 3.2.1,Synthetic finding 4997 in human factors category.,3,2024-04-26,2024-06-12,2024-07-13,Closed,False,Procedure not followed,Owner 01,3,True
4998,348,Medium,Human Factors,CGO,CGO 1.2.1,Synthetic finding 4998 in human factors category.,6,2024-04-28,2024-05-13,2024-06-27,Closed,False,Training gap,Owner 19,3,True
4999,348,Medium,Facilities,ORG,ORG 1.6.1,Synthetic finding 4999 in facilities category.,6,2024-04-24,2024-05-10,2024-06-02,Closed,False,Resource limitation,Owner 12,3,True
5000,348,Medium,Operations,ORG,ORG 3.6.1,Synthetic finding 5000 in operations category.,2,2024-04-26,2024-06-15,2024-07-07,Closed,False,Documentation gap,Owner 05,1,True
5001,348,Medium,Facilities,CGO,CGO 1.6.4,Synthetic finding 5001 in facilities category.,8,2024-04-19,2024-06-17,2024-07-13,Closed,True,Documentation gap,Owner 12,4,True
5002,348,High,Facilities,CGO,CGO 2.2.3,Synthetic finding 5002 in facilities category.,16,2024-04-19,,2024-06-17,Overdue,True,Documentation gap,Owner 09,4,False
5003,348,Low,Human Factors,CGO,CGO 1.10.1A,Synthetic finding 5003 in human factors category.,4,2024-04-28,,2024-07-25,Overdue,True,Resource limitation,Owner 17,4,False
5004,348,Critical,Training,ORG,ORG 1.4.2,Synthetic finding 5004 in training category.,15,2024-04-23,2024-06-15,2024-07-16,Closed,False,Training gap,Owner 20,3,True
5005,348,Medium,Documentation,ORG,ORG 3.1.1,Synthetic finding 5005 in documentation category.,4,2024-04-19,2024-05-11,2024-05-30,Closed,False,Process design,Owner 07,2,True
5006,348,Low,Operations,CGO,CGO 1.10.1A,Synthetic finding 5006 in operations category.,5,2024-04-18,2024-05-31,2024-07-06,Closed,False,Resource limitation,Owner 16,5,True
5007,348,Low,Training,CGO,CGO 1.2.1,Synthetic finding 5007 in training category.,5,2024-04-30,2024-06-17,2024-07-16,Closed,False,Documentation gap,Owner 11,5,True
5008,348,High,Equipment,CGO,CGO 3.2.3,Synthetic finding 5008 in equipment category.,20,2024-04-29,2024-05-28,2024-07-15,Closed,False,Training gap,Owner 12,5,True
5009,348,Low,Facilities,CGO,CGO 1.9.3,Synthetic finding 5009 in facilities category.,2,2024-04-18,2024-05-17,2024-06-28,Closed,True,Training gap,Owner 15,2,True
5010,348,Medium,Equipment,ORG,ORG 3.3.2,Synthetic finding 5010 in equipment category.,4,2024-04-27,2024-06-13,2024-07-12,Closed,False,Process design,Owner 17,2,True
5011,348,Low,Facilities,CGO,CGO 3.1.1,Synthetic finding 5011 in facilities category.,1,2024-04-18,2024-06-16,2024-06-09,Closed,False,Procedure not followed,Owner 19,1,False
5012,348,Low,Human Factors,ORG,ORG 2.1.7,Synthetic finding 5012 in human factors category.,2,2024-04-22,,2024-05-29,Overdue,False,Training gap,Owner 14,2,False
5013,348,High,Documentation,CGO,CGO 3.3.4,Synthetic finding 5013 in documentation category.,20,2024-04-24,,2024-05-30,Overdue,False,Documentation gap,Owner 09,5,False
5014,349,Medium,Documentation,SEC,SEC 1.11.1A,Synthetic finding 5014 in documentation category.,2,2023-06-03,2023-06-24,2023-07-31,Closed,False,Training gap,Owner 15,1,True
5015,349,High,Equipment,ORG,ORG 1.5.1,Synthetic finding 5015 in equipment category.,16,2023-06-12,2023-07-23,2023-07-12,Closed,False,Process design,Owner 09,4,False
5016,349,Medium,Documentation,ORG,ORG 3.4.1,Synthetic finding 5016 in documentation category.,2,2023-06-10,2023-08-04,2023-08-27,Closed,False,Documentation gap,Owner 04,1,True
5017,349,Low,Operations,SEC,SEC 1.5.3,Synthetic finding 5017 in operations category.,1,2023-06-05,2023-07-15,2023-09-01,Closed,False,Procedure not followed,Owner 04,1,True
5018,349,Low,Operations,ORG,ORG 3.3.1,Synthetic finding 5018 in operations category.,4,2023-06-03,,2023-07-24,Overdue,False,Documentation gap,Owner 05,4,False
5019,349,Low,Operations,SEC,SEC 3.1.2,Synthetic finding 5019 in operations category.,2,2023-06-10,2023-08-07,2023-09-05,Closed,False,Documentation gap,Owner 16,2,True
5020,349,Medium,Facilities,ORG,ORG 1.5.3,Synthetic finding 5020 in facilities category.,8,2023-06-10,2023-07-15,2023-08-04,Closed,False,Training gap,Owner 10,4,True
5021,349,Low,Documentation,SEC,SEC 4.1.1,Synthetic finding 5021 in documentation category.,3,2023-06-09,2023-07-06,2023-09-05,Closed,False,Training gap,Owner 09,3,True
5022,349,Low,Documentation,ORG,ORG 1.1.3,Synthetic finding 5022 in documentation category.,3,2023-06-06,2023-07-16,2023-07-14,Closed,False,Documentation gap,Owner 17,3,False
5023,349,Low,Facilities,ORG,ORG 2.2.3,Synthetic finding 5023 in facilities category.,2,2023-06-06,2023-07-13,2023-07-16,Closed,False,Training gap,Owner 11,2,True
5024,349,Medium,Documentation,ORG,ORG 1.5.1,Synthetic finding 5024 in documentation category.,8,2023-06-09,,2023-07-14,Overdue,False,Resource limitation,Owner 15,4,False
5025,349,Low,Operations,ORG,ORG 3.1.1,Synthetic finding 5025 in operations category.,2,2023-06-10,2023-08-21,2023-08-17,Closed,False,Procedure not followed,Owner 16,2,False
5026,349,Medium,Training,SEC,SEC 1.10.3A,Synthetic finding 5026 in training category.,10,2023-06-08,2023-08-10,2023-07-22,Closed,False,Resource limitation,Owner 14,5,False
5027,349,Medium,Training,ORG,ORG 2.1.6,Synthetic finding 5027 in training category.,10,2023-06-06,2023-08-05,2023-07-12,Closed,False,Documentation gap,Owner 18,5,False
5028,349,High,Operations,SEC,SEC 1.12.1,Synthetic finding 5028 in operations category.,12,2023-06-12,2023-07-18,2023-09-08,Closed,False,Training gap,Owner 06,3,True
5029,349,Low,Human Factors,ORG,ORG 2.1.4,Synthetic finding 5029 in human factors category.,3,2023-06-02,2023-07-04,2023-08-12,Closed,False,Documentation gap,Owner 01,3,True
5030,349,Medium,Training,ORG,ORG 4.1.3,Synthetic finding 5030 in training category.,8,2023-06-04,2023-07-10,2023-07-09,Closed,True,Process design,Owner 04,4,False
5031,349,Low,Human Factors,SEC,SEC 3.4.3,Synthetic finding 5031 in human factors category.,5,2023-06-07,,2023-07-23,Overdue,False,Resource limitation,Owner 01,5,False
5032,349,Low,Human Factors,ORG,ORG 2.4.2,Synthetic finding 5032 in human factors category.,4,2023-06-02,,2023-08-24,Overdue,False,Training gap,Owner 09,4,False
5033,349,Low,Training,ORG,ORG 1.1.4,Synthetic finding 5033 in training category.,1,2023-06-07,2023-07-20,2023-07-15,Closed,False,Procedure not followed,Owner 04,1,False
5034,349,Critical,Documentation,ORG,ORG 1.1.2,Synthetic finding 5034 in documentation category.,20,2023-06-06,2023-08-07,2023-08-07,Closed,False,Procedure not followed,Owner 19,4,True
5035,349,Medium,Facilities,SEC,SEC 1.1.2,Synthetic finding 5035 in facilities category.,2,2023-06-04,2023-07-17,2023-07-17,Closed,False,Procedure not followed,Owner 20,1,True
5036,349,Low,Facilities,SEC,SEC 1.1.1,Synthetic finding 5036 in facilities category.,4,2023-06-05,2023-07-24,2023-08-21,Closed,False,Procedure not followed,Owner 04,4,True
5037,350,Medium,Facilities,MNT,MNT 1.11.1A,Synthetic finding 5037 in facilities category.,6,2021-07-31,2021-09-16,2021-09-28,Closed,False,Training gap,Owner 07,3,True
5038,350,Medium,Training,MNT,MNT 3.1.1,Synthetic finding 5038 in training category.,8,2021-08-03,2021-10-12,2021-09-20,Closed,False,Process design,Owner 19,4,False
5039,350,Medium,Human Factors,MNT,MNT 1.3.3,Synthetic finding 5039 in human factors category.,4,2021-07-30,2021-10-27,2021-10-06,Closed,False,Process design,Owner 09,2,False
5040,350,Medium,Documentation,MNT,MNT 1.6.3,Synthetic finding 5040 in documentation category.,10,2021-08-07,,2021-11-01,Overdue,False,Resource limitation,Owner 07,5,False
5041,350,Medium,Human Factors,MNT,MNT 4.6.1,Synthetic finding 5041 in human factors category.,8,2021-08-05,2021-09-26,2021-09-09,Closed,False,Resource limitation,Owner 14,4,False
5042,350,Medium,Human Factors,MNT,MNT 3.4.1,Synthetic finding 5042 in human factors category.,8,2021-08-08,2021-09-21,2021-10-03,Closed,False,Process design,Owner 01,4,True
5043,350,Critical,Operations,ORG,ORG 1.7.11,Synthetic finding 5043 in operations category.,25,2021-08-09,2021-11-03,2021-09-21,Closed,True,Procedure not followed,Owner 17,5,False
5044,350,Medium,Facilities,MNT,MNT 4.7.1,Synthetic finding 5044 in facilities category.,6,2021-08-09,2021-09-24,2021-11-05,Closed,False,Procedure not followed,Owner 13,3,True
5045,350,Medium,Facilities,ORG,ORG 1.5.1,Synthetic finding 5045 in facilities category.,10,2021-08-03,2021-10-29,2021-09-08,Closed,False,Training gap,Owner 10,5,False
5046,350,Low,Facilities,ORG,ORG 3.1.3,Synthetic finding 5046 in facilities category.,2,2021-07-29,2021-10-18,2021-10-26,Closed,False,Procedure not followed,Owner 07,2,True
5047,350,Low,Facilities,ORG,ORG 1.7.1,Synthetic finding 5047 in facilities category.,4,2021-08-03,,2021-10-05,Overdue,True,Process design,Owner 20,4,False
5048,350,Medium,Human Factors,ORG,ORG 1.5.2,Synthetic finding 5048 in human factors category.,6,2021-07-29,2021-10-06,2021-10-21,Closed,False,Procedure not followed,Owner 16,3,True
5049,350,Low,Human Factors,ORG,ORG 1.5.6,Synthetic finding 5049 in human factors category.,2,2021-08-02,2021-10-05,2021-10-27,Closed,False,Resource limitation,Owner 06,2,True
5050,351,Critical,Operations,DSP,DSP 4.3.12,Synthetic finding 5050 in operations category.,15,2022-09-14,2022-10-23,2022-12-08,Closed,False,Procedure not followed,Owner 18,3,True
5051,351,Medium,Facilities,DSP,DSP 3.3.3,Synthetic finding 5051 in facilities category.,10,2022-09-20,2022-12-18,2022-10-26,Closed,False,Resource limitation,Owner 20,5,False
5052,351,High,Human Factors,DSP,DSP 3.4.1,Synthetic finding 5052 in human factors category.,12,2022-09-08,2022-10-05,2022-12-02,Closed,False,Resource limitation,Owner 12,3,True
5053,351,Low,Facilities,ORG,ORG 2.2.4,Synthetic finding 5053 in facilities category.,5,2022-09-14,2022-12-12,2022-10-26,Closed,False,Resource limitation,Owner 13,5,False
5054,351,Medium,Facilities,ORG,ORG 2.4.1,Synthetic finding 5054 in facilities category.,8,2022-09-08,,2022-12-01,Overdue,False,Process design,Owner 07,4,False
5055,351,Medium,Facilities,ORG,ORG 2.1.5,Synthetic finding 5055 in facilities category.,10,2022-09-19,,2022-11-08,Overdue,False,Procedure not followed,Owner 07,5,False
5056,351,Low,Facilities,GRH,GRH 3.2.6A,Synthetic finding 5056 in facilities category.,4,2022-09-21,,2022-11-26,Overdue,False,Documentation gap,Owner 17,4,False
5057,351,Medium,Human Factors,GRH,GRH 3.2.10,Synthetic finding 5057 in human factors category.,4,2022-09-13,2022-12-15,2022-12-08,Closed,False,Procedure not followed,Owner 12,2,False
5058,351,Low,Operations,GRH,GRH 1.3.1,Synthetic finding 5058 in operations category.,3,2022-09-09,2022-10-30,2022-11-16,Closed,False,Documentation gap,Owner 12,3,True
5059,351,Medium,Facilities,DSP,DSP 4.3.1,Synthetic finding 5059 in facilities category.,2,2022-09-15,2022-11-29,2022-10-24,Closed,True,Procedure not followed,Owner 03,1,False
